XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2020-07-10,0.01736846884103116,0.031939733871102494,0.034391469557488286,0.012957987995913633,-0.00027752565406202745,0.018412207431599104,0.018871262345210527,-0.0023774067458840475,0.011917389383576671
2020-07-13,0.0,-0.005346108783207404,0.00426257741013103,0.004117183128498736,-0.02072541623338653,-0.0014928174855427523,0.0010386537531668072,0.005659873296209872,-0.01267723538410559
2020-07-14,0.025176701425751347,0.03507785361693472,0.005093464158988592,0.021672053605197084,0.011526745565593188,0.01461792972182474,0.00933771147625384,0.019845981224999143,0.00995295846840838
2020-07-15,0.01682088648330149,0.021590592265861908,0.019847943443289884,0.025512589777914263,0.005417592898940615,0.0008186660183411298,-0.003940467333800379,0.012973188494705079,0.014293236963901279
2020-07-16,0.0033084993784526784,-0.004547959239933785,0.0,0.0002794650745208127,-0.012356051983680394,0.002126548675269735,0.012727958148638363,-0.0016248167129737645,-0.0026701475050798784
2020-07-17,0.008408868675267689,-0.013974824186146595,-0.008281578479924945,0.006008113863997577,0.004891363752292266,0.0053868241717778265,0.022588303682731237,0.013689528133826734,-0.00468489764359592
2020-07-20,-0.008665726759107484,-0.016625625360410234,-0.004592945095954204,-0.01222218245972384,0.02555469851907266,-0.010066502347921946,-0.01312073506967626,-0.00018892319681662606,0.01598920509685442
2020-07-21,0.008741478019091753,0.06042113789998971,0.01971473729497597,0.01321687683490902,-0.010040165995129025,0.008692762992451808,0.00454389063769467,-0.0006611374319479557,0.001544328699406794
2020-07-22,0.011608904009263066,-0.012284275044375459,0.0,0.008048949948452844,0.00802142239310677,0.007967541772028186,0.015412980853011682,0.008979151164996146,0.00859101089491876
2020-07-23,-0.003070889859717707,-0.0018523653859026101,0.0008227072621620479,-0.003028624741202801,-0.025976469840635175,0.003548925472251385,0.0011548972104720168,-0.004496472056687684,-0.014997138641344443
2020-07-24,-0.0034046955838669124,-0.005567409033490622,-0.0024660133137655027,-0.008008831189361021,-0.012113847388934507,-0.0012859602817568705,-0.006591947025297529,-0.01100972787174992,0.0017736878622365282
2020-07-27,0.014478566953618488,0.0010664866674874318,-0.008240711016376134,0.004175913693202027,0.015779499902107696,0.0049894732702719935,-0.012110093765877461,0.007516723698663741,0.0061975953610751144
2020-07-28,-0.021969187399157764,-0.017043915726694614,-0.0024926507836482426,-0.0069309845507719015,-0.011697492858076752,0.0036835408548165915,0.015113324332040046,-0.0011333205197924245,-0.009898885845143424
2020-07-29,0.00819804744368735,0.020861496254656497,0.018742081100500796,0.0152150529471351,0.014487184058647129,0.0014361253246863992,0.004631945290925588,0.010494507130310415,0.010145918456978542
2020-07-30,-0.0193527652549903,-0.03927796829518648,-0.017988407203470613,-0.010037100827741563,0.005600120106583839,0.0,0.0,-0.006923677503940628,-0.0008065718166708757
2020-07-31,0.0009951151284632864,-0.004696316837939141,0.00041627965478530093,-0.003749948838521977,0.024967576197540753,-0.000956002557936042,0.0016466298381658806,-0.005747058736271016,0.0052095711642417
2020-08-03,-0.00563293128259601,0.0036080715349751102,0.0029129868487638433,0.004182209557876515,0.024631076683395037,-0.002711348623080201,-0.010850006847001215,0.010328805576624633,-0.0021166864421188203
2020-08-04,0.01416190901659653,0.02433624844264859,-0.004149380260907498,0.0024989605960406003,0.002562866400307229,0.012474057617303247,0.010969020797761742,-0.004408211839129206,0.008046081121441118
2020-08-05,0.014621284222404718,0.010529277003511472,0.01374996852907806,0.01911079797209836,0.003702398686891595,-0.0020533851881457954,-0.012822688629421819,0.0046161906731265745,0.012190905905526517
2020-08-06,-0.004209788195970843,-0.00801489609820849,-0.0004110552857419236,0.003805101003218292,0.014052316411538257,-0.00015837718314359872,0.005828531880190724,-0.005345212580671221,0.004874677395686922
2020-08-07,0.0034146608079068663,0.0013464841736774424,0.021381673904368625,0.017056898169701684,-0.014896887491437583,0.005382351486631798,0.01804634019335527,0.0032055167427746944,0.001498274854783821
2020-08-10,0.009722964127260036,0.03093069676200666,0.007246381331354357,0.02462416808092227,-0.0028134959425292205,0.005196043868937128,-0.0003251665978191154,-0.003383129149308828,0.011967611265228717
2020-08-11,-0.0017654335449507341,-0.003391568186661531,0.011590695893024527,0.00532592237838414,-0.01798619307176308,-0.00689216482448618,-0.021636621738381434,-0.0063178500606086985,-0.001971085560602104
2020-08-12,0.005948563812533392,0.009947576491232013,-0.002765668794633913,0.0032302995438444615,0.02271509100885294,0.012933702219564136,0.014466129794519222,0.016796373107200058,0.013260028218306186
2020-08-13,-0.00015980457970865558,-0.019440224064356193,-0.006339148106764947,-0.0052806491225960706,0.00043894631833607534,-0.0007785772282639103,-0.0016390088856053087,-0.001306623189392342,-0.00041772472997692045
2020-08-14,0.0011188726788926573,0.009516243703257654,0.003987243292497,0.0038843700926576297,-0.0007020329417324334,-0.00015581252564156323,-0.00870137392951953,-0.001962354782464426,-6.9774543810186e-05
2020-08-17,0.004470735850709007,-0.005760610405720623,-0.01667999186259317,-0.0046433673756726135,0.00667372837032687,0.005610852693530122,-0.0013249010111522352,0.005898784102955412,0.012883972438307412
2020-08-18,-0.004132894029269529,-0.01264143636418591,-0.006461961872430422,-0.005442566943453464,0.0037508601852469514,0.004029813298160878,-0.004477643288863797,-0.0002791788406290019,0.006188130563172134
2020-08-19,-0.002873118079874226,-0.011469733820827499,-0.0004065436843154746,-0.002605708918874017,-0.0012166732252278933,-0.00787281272554985,-0.002998521837089485,-0.0032588104766861914,-0.004715073524593216
2020-08-20,-0.003521700164592856,-0.02158679706051303,-0.009353362571648649,-0.005355940743726695,0.013312444302176596,-0.0020227139609454436,-0.008855418366006007,-0.0031761712320673707,-0.001510379553314456
2020-08-21,-0.0057831599006740175,-0.006342986952298735,-0.002052586212516583,0.004071387891998013,0.01270821618617446,0.0024946518262947137,0.0016857692397920232,0.001030876013164983,0.005157112080539594
2020-08-24,0.017611896045351516,0.027477200056253093,0.0238585106027025,0.01805099214059447,0.008648439353569293,0.008553572548991806,0.0087511553630224,-0.004587164580569403,0.015186748873553091
2020-08-25,-0.003969536424329179,-0.014046546791358971,0.0028124152122368518,-0.0012847753917836213,0.005043750360973931,-0.0021588620338620634,-0.009509403200430366,0.006771421955785284,0.003301956048364474
2020-08-26,0.010521373070972562,-0.021095941022839737,-0.004807695291962677,0.0005144918683190891,0.02032444496153829,0.001236338813830118,-0.011116759554331446,-0.0012144777864478984,0.009873060939508793
2020-08-27,-0.0026818405346498153,0.0019591629879569528,0.016908223106493647,0.0036003846785261917,0.0008197455613601079,0.006173820648996964,0.0032363205085856883,0.007856387287547228,-0.0053870295342166585
2020-08-28,0.011863339372024662,0.01787706919355747,0.003958907284547397,0.009481152398121306,0.008764130948626603,0.008896979481404,0.002886216350814763,0.002227092372801387,0.0065528212261871666
2020-08-31,-0.015319679399083741,-0.021679360663676706,-0.011829735687815202,-0.012438210869952226,0.0031665863673546735,-0.002888773922622101,0.00304718722985875,0.0024075185986154324,-0.0029229316448863285
2020-09-01,0.028099697701900794,-0.0067322188898449875,0.002793259175640772,0.010152850442133099,0.019101585231091622,0.001067356026474231,-0.011476800709358304,-0.00895997593201936,0.010460471978180452
2020-09-02,0.022699313948362665,-0.004800756655500171,0.01432551674581739,0.016539540973437905,0.00889522407165444,0.01812641699671902,0.03107398439953757,0.02003912740534064,0.01384661799947029
2020-09-03,-0.02763111971020571,-0.007378136956188386,-0.015300089585331023,-0.02803504249969002,-0.05699442900997331,-0.0172052296112436,-0.011260149203223269,-0.027229465417163534,-0.031737589041741066
2020-09-04,0.0006211142817844628,-0.0031445644840626397,0.007569764367193921,0.0023177971817700538,-0.013941014913943728,-0.0022834630746561,-0.005694192053728453,-0.0071389764932054955,-0.011553028273005861
2020-09-08,-0.01877714937905217,-0.036421193531463,-0.025701911492942098,-0.01875638179904715,-0.0452082899171673,-0.021055810157753152,-0.005558379777165778,-0.016461557704607,-0.013114959898243406
2020-09-09,0.025778946295610394,0.006845495111821087,0.010146070976516652,0.015449002283919322,0.032629899522467865,0.014494945339178722,0.013211386554683013,0.017699154463809208,0.018866564993246238
2020-09-10,-0.009404919467894679,-0.03665391789632255,-0.014061842633444566,-0.012764271220298773,-0.02258279368926097,-0.012290611916233263,-0.01721825362026108,-0.015311930085642134,-0.014327035906820718
2020-09-11,0.012762719779635834,0.0009204350097216096,0.006927430276845392,0.013582262901799647,-0.0076430064337391634,0.005599628103459597,0.002381300032633593,0.0039353841642737475,0.0015083080028694962
2020-09-14,0.014445923167334174,0.007664090382142996,0.01375962065992642,0.013529277750674806,0.020980872206171508,0.006496501291404888,0.0137451512381217,0.014341742143370695,0.010611269904797327
2020-09-15,0.004847838349290257,-0.007301479915433395,-0.013572863210875585,0.000635609385717606,0.00988469960638061,-0.0013829767643640523,0.006695669806794147,0.0013196784204132506,0.008196799694325962
2020-09-16,0.0007536709091660043,0.040147074465301635,0.011331452308174672,0.010163976361842852,-0.015454673165483768,-0.004463015311885088,-0.0013302531985452948,-0.0016943582831423498,-0.005576951131313623
2020-09-17,0.007381857645525347,0.0014731565740446761,-0.010404168518220347,0.0020121866382425413,-0.008284638276847778,-0.0063379240673564485,-0.008158572560581723,-0.0033005128163328123,-0.014054057080260751
2020-09-18,-0.017197572929426252,-0.011179684338324614,-0.0020217980164498606,-0.011170922659707316,-0.017235295886669943,-0.009178599113836339,-0.017626293520758507,-0.001513591473125575,-0.01391169403968262
2020-09-21,-0.03366360677574576,-0.033145845785801265,-0.02505596966612811,-0.03319532670653447,0.00831289726890927,-0.007628764453399106,-0.006221856943581017,-0.018473785389928388,-0.014444505819923958
2020-09-22,0.0018984787137414916,-0.01032222965537355,-0.00835771516721906,0.009885368056989696,0.0158306740869818,0.005888865347926764,0.006243536365668767,-0.0021321882190677988,0.021129262112889347
2020-09-23,-0.02936999177912092,-0.04519598147364201,-0.022334554698068776,-0.017880432580499095,-0.03116787155841838,-0.015031651766438281,-0.015339583820128788,-0.010295242223820722,-0.016401377534731587
2020-09-24,0.0071579445781797535,-0.00033092780245513875,0.002155049135336151,0.0014617464408097636,0.005602644054947481,0.007389563941671451,0.011202509511919923,-0.005004908570379718,-0.0004221853840906675
2020-09-25,0.008883856230017306,-0.0006622687468335053,0.010322621050721015,0.01499463122698641,0.023903720276774898,0.005262263654660426,0.016444552500468168,0.016076524115278934,0.01302171320157619
2020-09-28,0.016170392750660012,0.023525506250642314,0.02383983292560976,0.018041628096644446,0.0191328927355201,0.01126273695090596,0.0025544242453683363,0.009027332799097731,0.02091438767652698
2020-09-29,-0.007405096572273728,-0.027516979393915175,-0.012473941878074823,-0.008860948117797252,-0.0033586063635945296,-0.006588227214882614,-0.00033970454921006255,-0.0012505495651363718,-0.007758741427806859
2020-09-30,0.010158725968312021,-0.0029959851302275853,0.013473709717994442,-0.002591215515551304,0.008381510531155323,0.012158448404715472,0.009005954094007729,0.015989313702296393,0.008162416545802298
2020-10-01,-0.01414202056503111,-0.03071787281753724,0.0016618528042364744,-0.0029879638920755625,0.01053991901842255,0.0056162871482619,0.010104390232631655,-0.003413068778900352,0.01306309450268306
2020-10-02,0.00892569063095805,0.00964517436804102,0.007880464588318148,0.011205203416398968,-0.02535404782844053,-0.005584920630301804,0.011837305238867835,-0.009132345959398713,-0.004231034689836544
2020-10-05,0.019115380774327173,0.030023858258790392,0.016460996354876523,0.01610623490953267,0.021924467711570195,0.006708279296344211,0.01252261599967519,0.020545229617250138,0.013219069397506944
2020-10-06,-0.012556220647589544,-0.014905627305873193,-0.010121424814517499,-0.012173448695548816,-0.01549462635643506,-0.006508533167760233,0.0084622471273601,-0.01326434259111875,-0.018505002868522635
2020-10-07,0.02574556603401823,0.014122431141046388,0.016768855164268848,0.022079571133929443,0.01833280151339234,0.010762759848323755,0.00613194817735474,0.018876921282997117,0.022855303981077713
2020-10-08,0.010101191032439782,0.037466872599135836,0.013676628789448975,0.009922141246029526,0.005180000255262218,0.006635812738599922,0.018283916128601474,0.004865739176872053,0.006564025824843167
2020-10-09,0.007727192334453514,-0.01597952168061656,0.001190346984540902,0.003730931775363544,0.01529103080633809,0.007818347396730152,-0.00015755360576774624,0.009032438364644735,0.010407810012887708
2020-10-12,-0.0016538967989698783,0.002598186306846273,0.011098044957712494,0.005699370669892234,0.02729241279270278,0.011560770493697303,0.006301244662038297,0.0068290951904683705,0.013299389282589225
2020-10-13,-0.008885491452654493,-0.015549099034339764,-0.019208233074954895,-0.011087901719756599,-0.00639891349587951,-0.0007518525010552501,-0.006887972434034606,-0.007607677548000846,-0.00019298043755633376
2020-10-14,0.002887138124918698,0.004277801467280851,-0.009592286448359855,0.0056061587329852,-0.0052987881393661285,-0.005116536939322458,-0.0012609946811084072,-0.005818796932209103,-0.01106821938672009
2020-10-15,-0.0028788265550167003,0.012123158582800775,0.007667393156281177,0.0035926530445158367,-0.004507333922856738,0.0006050068263629971,-0.0006313239826102324,-0.007246291420426099,0.003708979003075985
2020-10-16,0.006989691667314002,-0.02266107161202413,0.0008010542908085672,0.007282995854752894,-0.0028813993842518038,0.00030226204259919953,0.010739104051680659,0.009919430792751704,-0.009076136010913394
2020-10-19,-0.011618973877293381,-0.021199102887921595,-0.015206076511324107,-0.012377468868687735,-0.0183289897437936,-0.012996847254869714,-0.008437493717191602,-0.015845018001234057,-0.012299672656510885
2020-10-20,0.0022899833682317183,0.011844340701193001,0.008126704493248926,0.005211638423132214,0.0034483428019584927,-0.0010717015598356028,0.005988035288905014,0.0013181054313529117,0.008014806489370585
2020-10-21,-0.0038079579718351964,-0.01906354836237678,-0.0052397719293274525,-0.010122128224248406,-0.001508784015206266,0.0009196715455379589,-0.002662937841370283,-0.004983500012613606,-0.005453954396139604
2020-10-22,0.005504481302152975,0.04125478976004504,0.019854059760406217,0.008230280340300489,-0.004700679969092514,-0.00045947248909949945,0.014135354950390422,0.015119964606681524,0.0020481910646830137
2020-10-23,0.0036497213589374855,-0.0049116859775305555,0.003178450448779291,0.0039580345497076674,-0.0010963379840820409,0.0018384977930085977,0.0027876903459684854,0.0037237069952920088,0.008769552873246989
2020-10-26,-0.025000093332032902,-0.035867057451337114,-0.02257424917840356,-0.02500924473059818,-0.021698776589817892,-0.01284598574035134,-0.00030879584524434733,-0.011129606029714245,-0.019216909968035156
2020-10-27,-0.009479364554775938,-0.01296928541528064,-0.018233438047587036,-0.021859946689877563,0.005005596849722016,-0.002633629890551936,-0.0007725573822788823,-0.006846739175576433,-0.0004665346587189312
2020-10-28,-0.02823978679969663,-0.04183952528606316,-0.025588068011317966,-0.03281239452503004,-0.04242165869151704,-0.029201592268014775,-0.029066134236743313,-0.03173107302697986,-0.031604100029983595
2020-10-29,0.020665214120814346,0.03067482846187808,0.007623958359506577,0.014558637044548739,0.016680156597814078,-0.0003200379194193692,0.0027070375508888578,-0.008192713703985444,0.006334224844161351
2020-10-30,-0.0006327261172228704,0.005602248942849997,0.002942390181356558,-0.0011848507843718048,-0.022139953090677178,-0.0035211108499670907,-0.009369532831247529,-0.00029505438057098043,-0.021825389134865314
2020-11-02,0.033238299327807086,0.034122628414786194,0.01885990694442441,0.027019945251110622,0.0025257756739061055,0.01590108114232547,0.021962156335725513,0.018001209452360944,0.007134447898492935
2020-11-03,0.015625075562874846,-0.0057239546416549825,0.022213207621915032,0.029517407905661708,0.01763540245048456,0.01644274069443341,0.014431316646534409,0.014590760601262076,0.022015324967293637
2020-11-04,-0.01704370786907028,0.0013545235311172021,-0.011670174170181902,-0.01034653303636146,0.03890363710007794,0.0004666306732818981,-0.014999170871191736,0.04438098604531837,0.02126932361796685
2020-11-05,0.040816285539490016,0.0,0.024429985435991286,0.023554709354437264,0.031063803404719037,0.0073071775656115,0.008948089883675348,0.002006123313386343,0.01949572256947607
2020-11-06,0.0025062397741999476,-0.021643522876581223,-0.00794913131637598,0.0009842557847015154,0.0035493121138798767,0.004630355603980174,-0.002178257466390221,0.00036408302744139753,-0.003002313092169584
2020-11-09,0.022499994621397956,0.14275838939723906,0.08213143124844846,0.03405465996592305,-0.0072380727964982405,-0.0023045368229167584,0.01855615126448784,0.009370397073233505,-0.0032730584739338875
2020-11-10,0.01179347275386089,0.03236537519579463,0.00518322633055579,0.01759604069669707,-0.018641306640494903,0.019710574889881816,0.014390731073346652,0.002884228107820297,-0.0035465714263878123
2020-11-11,-0.014925315958316587,-0.010254915151334032,-0.004051433605481547,-0.00841213669834362,0.023723201051872866,0.008607639648125387,0.003772948339432425,-0.0012581646672319424,0.008766186321423008
2020-11-12,-0.0210679296120887,-0.03226766738232267,-0.01664205764430504,-0.011429284403909001,-0.008906493892658296,-0.0026949860821010585,-0.016087805871796812,-0.0036893903291819186,-0.013394361338827876
2020-11-13,0.017246559251784532,0.036402646109293446,0.01654761415817596,0.02216928635405302,0.008487245140977873,0.013811634073040313,0.009932681728122672,0.012644562173807161,0.016225273677848984
2020-11-16,0.019707308103509957,0.0658206000339705,0.02219750077260474,0.0243702597777542,0.009653499737683813,0.009181162243943497,0.010137821976243133,-0.0016946376265364327,0.013098718186528746
2020-11-17,-0.00369489822179192,0.010246435715430158,-0.0014476609265392515,-0.002617990191087327,-0.0055569226916794,-0.007043326953627416,-0.01962270486455686,-0.006521996086156778,-0.004245537979570724
2020-11-18,-0.008272636217068752,-0.029057071383646105,-0.009423752113781991,-0.0044510132016643,-0.010682857469814566,-0.013743194127031955,-0.019556837612607292,-0.018615082648284598,-0.006847480480491774
2020-11-19,0.004170877171028264,0.016374856613429856,0.003293150201068462,0.002521897793500205,0.008057082776025348,0.002697005340119185,-0.00997349850478757,-0.0007330294799576809,0.0049433751691703165
2020-11-20,-0.0008593178084131958,-0.005277670493347597,-0.008752768737626981,-0.009033568456376817,-0.010299931992608924,-0.00627608582329775,0.0001574544141713652,-0.0022924856381273395,-0.0052426285229871805
2020-11-23,0.008314140628570055,0.0706506536821907,0.018763816228875907,0.016731994661439265,-0.00024975720177955463,0.00030078752594819846,0.0001573076349952185,-0.0025736672960757767,0.010996101875658582
2020-11-24,0.02487917329807332,0.05138239634931452,0.03503062875016649,0.017478107014311295,0.013907390496382233,0.006764870348512142,0.010700359561256922,0.0029488122825642726,0.014866738082875752
2020-11-25,-0.01040366817848326,-0.023319344304748024,-0.003489185969734465,-0.007585016966406344,0.0021355312185868947,-0.0005973531434669832,0.0026467081751864185,-0.0036751249703528277,0.0012048870116210253
2020-11-27,0.005186473097916311,-0.01168397837752011,-0.003151255970438749,-0.0016859852476290849,0.005327451108309678,-0.00014942754688163085,-0.009937998468392162,0.009221738783684374,0.0021535596869453055
2020-11-30,-0.010040463363712004,-0.0552558151676803,-0.0207235086912686,-0.008894402973452786,0.00668521284183532,-0.000149334294990755,-0.014429054323069401,0.0027411793927147876,-0.0060675437745910665
2020-12-01,0.010987451961081307,0.004624738439668263,0.01542320391118257,-0.0024992414108326866,0.012795442946599067,0.00881781939827797,0.007001906745844222,0.008383541507416492,0.007439921712091291
2020-12-02,-0.01281870822027209,0.03249389897061361,0.010950276491930033,0.0013666938366019288,-0.0015191866293426948,-0.008296247981485871,0.006637190499169554,0.007500360023116492,-0.006248730939447444
2020-12-03,-0.0069159932384393885,0.010490288240612822,0.0003492783498770802,0.002615782983086845,-0.0006406307658380905,0.002539541826350966,-0.010361093483719497,-0.00125575092829866,0.002794633711980854
2020-12-04,0.02018190614819404,0.05450313060807033,0.01222498131273242,0.01191006863955324,0.01001676404470353,0.007748468672399866,-0.009993657787076726,0.010687096366198023,0.0009501226809423002
2020-12-07,-0.006547805685928276,-0.023381835916090776,-0.006901315927645424,-0.004820126675516678,0.002856260327987803,-0.0038443313982247096,0.005608063509408012,-0.006131167516185587,-0.0022780524202029584
2020-12-08,0.005609336274791321,0.014869016646442246,-0.0003474035217387872,0.004843472828097495,0.0032436123598702515,0.005491905197642755,-0.0030274118358315505,0.007599466271002386,-0.0020930150127432823
2020-12-09,0.0005578154508114608,0.0022348992956531255,-0.002433071454963076,0.0022419614522521947,-0.019162553652610437,-0.003985729658231629,-0.0017580148492852832,-0.0034605078376424014,-0.0009532862490112537
2020-12-10,-0.006132441812684686,0.030723508268992283,0.0017421277756333176,-0.009506785441035226,0.0014472828382157132,-0.004446488631337675,-0.005123243015434875,-0.0016917023556656252,-0.0008906867132218999
2020-12-11,-0.005749491397790352,-0.011538571704269751,-0.010087023236142634,0.0023712202738421784,-0.0020873548075309722,0.002233174098911439,0.0016093282284890265,-0.003924420368589865,-0.004775525070848552
2020-12-14,-0.012693963457545254,-0.03501941347893134,-0.011595249827475174,-0.012954721322865348,0.003620257823456541,-0.0038622637357965672,-0.00514147621665606,-0.007521480504133149,0.0014714772344222027
2020-12-15,0.018142818721960774,0.019657324016117306,0.017063768880431374,0.013923635098481268,0.016673344274036772,0.002386090615386971,0.019702837262394413,0.010826432449876355,0.013479824672091523
2020-12-16,-0.00280618826418233,-0.004943184852074789,0.0017475407494147444,-0.006190877132038919,0.006780716934905451,0.0019338320148272192,-0.011561608694835579,-0.0029454341311099252,0.0065557783582486095
2020-12-17,0.011537922326743777,-0.00471932513864004,0.0027914025393187547,0.006116207152561781,0.00790976344215677,0.006384511060402831,0.006729713471281817,0.010742185215092181,0.006826249465425649
2020-12-18,0.0044512430952392545,-0.016720659263796844,-0.008698716906082815,0.00011254733194920874,-0.0034964884966761645,0.0022130763564407463,-0.008594613973645249,0.0007970672391952593,-0.004851691182422901
2020-12-21,-0.005302593758277352,-0.019290134856628338,0.013480115521441016,-0.0060356121617710645,0.0010003750733869055,-0.01077689372770807,-0.012109804436893468,-0.010005645846697053,-0.011296659130775488
2020-12-22,-0.006156518577184911,-0.016784706222901735,-0.0097492466700424,-0.004662301841293792,0.008666509213235862,-0.0070528756758723166,-0.0019665600396939764,-0.003051835715844109,-0.004306718754219729
2020-12-23,0.0014078469670777416,0.02213921395224472,0.01652601843521917,0.005255330477821785,-0.007585742213269353,0.0033247978963155678,-0.0019704981248872544,0.0007203014871848268,0.002162624796166357
2020-12-24,0.00632651245494098,-0.005219270424888789,0.0013836055957332505,0.00011367552187668828,0.006629670009477673,0.0049707281396915715,0.007074729330126761,0.002878994348084696,0.002094614126544103
2020-12-28,-0.003911725124725929,-0.006295802919412785,0.004835895479116781,0.0012500277199343213,0.011312687934725396,0.007943581189989724,0.004411025391053647,0.0025118711719771536,0.011400996262201701
2020-12-29,-0.00238434108252239,-0.006599792809983351,-0.003437577835647687,-0.006015207256916955,-0.004750417839119114,-0.002973930289604909,-0.00016259132947515909,0.004742736939027381,0.0003131642896998521
2020-12-30,0.01377765445856749,0.015678960425328903,0.0044843256768865025,0.006394144597583473,-0.0005387720966939513,-0.0010440318069334653,0.005043026498631198,-0.0001781006681980113,0.006010163936873036
2020-12-31,0.0038829744225821194,-0.008372540689105312,0.012362582959438262,0.004651722517870827,0.0014635064450028157,0.007016959599229766,0.014891613012149252,0.010511311577493965,0.0005600955729052615
2021-01-04,-0.009531769548779878,0.001583061496288618,-0.013568534257770826,-0.02416718478060398,-0.016305229797073717,-0.010822722269411167,-0.025199378054356014,-0.004319521783235469,-0.008458801885825706
2021-01-05,0.02245472302094509,0.04478397126130118,0.0044704472977106224,0.009836792965836949,0.0064894397811212645,0.0,-0.0001636118761597638,0.007259829393636563,0.0074645452316124405
2021-01-06,0.04092206057345349,0.030509318122611262,0.04416295142447213,0.023836788689669985,-0.017245379587577103,0.0007492447769004151,0.024873200485834523,0.013711935627399585,0.010211111536141848
2021-01-07,0.007469545315261561,0.014680685769653312,0.014426243553638862,0.005484732708688211,0.026954370890314827,-0.002995309726146256,-0.01309277297218192,0.013006156961016924,0.019291280026442204
2021-01-08,-0.004812624838792745,-0.0012057288575165748,-0.0006463820715569835,-0.002449124732675445,0.006465446933529462,0.0049572877268699855,0.008412904782245656,0.004793259947557527,0.020619057819526443
